lat,long,dan,vi,travel_time_dan,travel_time_vi,distance_dan,distance_vi,mins_dan,mins_vi,location
51.46206896551724,0.06923076923076926,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['699 Rochester Way, London SE9 1RJ, UK'], 'rows': [{'elements': [{'distance': {'text': '27.3 km', 'value': 27332}, 'duration': {'text': '1 hour 15 mins', 'value': 4481}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['699 Rochester Way, London SE9 1RJ, UK'], 'rows': [{'elements': [{'distance': {'text': '21.0 km', 'value': 20966}, 'duration': {'text': '52 mins', 'value': 3090}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 15 mins,52 mins,27.3 km,21.0 km,75,52,"699 Rochester Way, London SE9 1RJ, UK"
51.46206896551724,0.07948717948717948,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['194 Welling Way, London, Welling DA16 2RS, UK'], 'rows': [{'elements': [{'distance': {'text': '26.8 km', 'value': 26808}, 'duration': {'text': '1 hour 14 mins', 'value': 4460}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['194 Welling Way, London, Welling DA16 2RS, UK'], 'rows': [{'elements': [{'distance': {'text': '20.4 km', 'value': 20442}, 'duration': {'text': '51 mins', 'value': 3069}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 14 mins,51 mins,26.8 km,20.4 km,74,51,"194 Welling Way, London, Welling DA16 2RS, UK"
51.46206896551724,0.08974358974358976,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['108 Montrose Ave, Welling DA16 2QY, UK'], 'rows': [{'elements': [{'distance': {'text': '28.8 km', 'value': 28846}, 'duration': {'text': '1 hour 21 mins', 'value': 4833}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['108 Montrose Ave, Welling DA16 2QY, UK'], 'rows': [{'elements': [{'distance': {'text': '12.7 km', 'value': 12730}, 'duration': {'text': '49 mins', 'value': 2923}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 21 mins,49 mins,28.8 km,12.7 km,81,49,"108 Montrose Ave, Welling DA16 2QY, UK"
51.46206896551724,0.1,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['18 Cavendish Ave, Welling DA16 2EP, UK'], 'rows': [{'elements': [{'distance': {'text': '28.2 km', 'value': 28153}, 'duration': {'text': '1 hour 13 mins', 'value': 4350}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['18 Cavendish Ave, Welling DA16 2EP, UK'], 'rows': [{'elements': [{'distance': {'text': '12.9 km', 'value': 12901}, 'duration': {'text': '55 mins', 'value': 3289}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 13 mins,55 mins,28.2 km,12.9 km,73,55,"18 Cavendish Ave, Welling DA16 2EP, UK"
51.46896551724138,-0.3,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['51 Old Deer Park Gardens, Richmond TW9 2TN, UK'], 'rows': [{'elements': [{'distance': {'text': '14.0 km', 'value': 13988}, 'duration': {'text': '59 mins', 'value': 3546}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['51 Old Deer Park Gardens, Richmond TW9 2TN, UK'], 'rows': [{'elements': [{'distance': {'text': '24.2 km', 'value': 24210}, 'duration': {'text': '57 mins', 'value': 3407}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,57 mins,14.0 km,24.2 km,59,57,"51 Old Deer Park Gardens, Richmond TW9 2TN, UK"
51.46896551724138,-0.2897435897435897,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['9 Windham Rd, Richmond TW9 2HP, UK'], 'rows': [{'elements': [{'distance': {'text': '14.0 km', 'value': 14011}, 'duration': {'text': '59 mins', 'value': 3565}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['9 Windham Rd, Richmond TW9 2HP, UK'], 'rows': [{'elements': [{'distance': {'text': '23.0 km', 'value': 22991}, 'duration': {'text': '1 hour 1 min', 'value': 3680}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,1 hour 1 min,14.0 km,23.0 km,59,61,"9 Windham Rd, Richmond TW9 2HP, UK"
51.46896551724138,-0.2794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Lower Richmond Rd, Richmond TW9, UK'], 'rows': [{'elements': [{'distance': {'text': '7.9 km', 'value': 7914}, 'duration': {'text': '43 mins', 'value': 2600}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Lower Richmond Rd, Richmond TW9, UK'], 'rows': [{'elements': [{'distance': {'text': '25.3 km', 'value': 25289}, 'duration': {'text': '57 mins', 'value': 3409}, 'status': 'OK'}]}], 'status': 'OK'}",43 mins,57 mins,7.9 km,25.3 km,43,57,"3 Lower Richmond Rd, Richmond TW9, UK"
51.46896551724138,-0.2692307692307692,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['29-31 Lower Richmond Rd, London SW14 7EZ, UK'], 'rows': [{'elements': [{'distance': {'text': '7.1 km', 'value': 7110}, 'duration': {'text': '52 mins', 'value': 3092}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['29-31 Lower Richmond Rd, London SW14 7EZ, UK'], 'rows': [{'elements': [{'distance': {'text': '21.3 km', 'value': 21310}, 'duration': {'text': '55 mins', 'value': 3291}, 'status': 'OK'}]}], 'status': 'OK'}",52 mins,55 mins,7.1 km,21.3 km,52,55,"29-31 Lower Richmond Rd, London SW14 7EZ, UK"
51.46896551724138,-0.25897435897435894,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['46 Ashleigh Rd, London SW14 8PX, UK'], 'rows': [{'elements': [{'distance': {'text': '6.6 km', 'value': 6605}, 'duration': {'text': '47 mins', 'value': 2824}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['46 Ashleigh Rd, London SW14 8PX, UK'], 'rows': [{'elements': [{'distance': {'text': '20.8 km', 'value': 20831}, 'duration': {'text': '1 hour 0 mins', 'value': 3587}, 'status': 'OK'}]}], 'status': 'OK'}",47 mins,1 hour 0 mins,6.6 km,20.8 km,47,60,"46 Ashleigh Rd, London SW14 8PX, UK"
51.46896551724138,-0.24871794871794872,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Westfields, London SW13 0PQ, UK'], 'rows': [{'elements': [{'distance': {'text': '6.8 km', 'value': 6777}, 'duration': {'text': '50 mins', 'value': 2984}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Westfields, London SW13 0PQ, UK'], 'rows': [{'elements': [{'distance': {'text': '21.0 km', 'value': 20957}, 'duration': {'text': '1 hour 1 min', 'value': 3674}, 'status': 'OK'}]}], 'status': 'OK'}",50 mins,1 hour 1 min,6.8 km,21.0 km,50,61,"Westfields, London SW13 0PQ, UK"
51.46896551724138,-0.23846153846153845,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['69 Rocks Ln, London SW13 0DA, UK'], 'rows': [{'elements': [{'distance': {'text': '6.7 km', 'value': 6662}, 'duration': {'text': '40 mins', 'value': 2413}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['69 Rocks Ln, London SW13 0DA, UK'], 'rows': [{'elements': [{'distance': {'text': '20.1 km', 'value': 20098}, 'duration': {'text': '53 mins', 'value': 3173}, 'status': 'OK'}]}], 'status': 'OK'}",40 mins,53 mins,6.7 km,20.1 km,40,53,"69 Rocks Ln, London SW13 0DA, UK"
51.46896551724138,-0.2282051282051282,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Commondale, London SW15, UK'], 'rows': [{'elements': [{'distance': {'text': '6.2 km', 'value': 6165}, 'duration': {'text': '44 mins', 'value': 2665}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Commondale, London SW15, UK'], 'rows': [{'elements': [{'distance': {'text': '18.7 km', 'value': 18662}, 'duration': {'text': '59 mins', 'value': 3538}, 'status': 'OK'}]}], 'status': 'OK'}",44 mins,59 mins,6.2 km,18.7 km,44,59,"3 Commondale, London SW15, UK"
51.46896551724138,-0.21794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['3 Putney Embankment, London SW15 1LE, UK'], 'rows': [{'elements': [{'distance': {'text': '6.2 km', 'value': 6243}, 'duration': {'text': '47 mins', 'value': 2795}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['3 Putney Embankment, London SW15 1LE, UK'], 'rows': [{'elements': [{'distance': {'text': '18.4 km', 'value': 18350}, 'duration': {'text': '54 mins', 'value': 3215}, 'status': 'OK'}]}], 'status': 'OK'}",47 mins,54 mins,6.2 km,18.4 km,47,54,"3 Putney Embankment, London SW15 1LE, UK"
51.46896551724138,-0.20769230769230768,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['4 Edenhurst Ave, Fulham, London SW6, UK'], 'rows': [{'elements': [{'distance': {'text': '5.6 km', 'value': 5648}, 'duration': {'text': '43 mins', 'value': 2591}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['4 Edenhurst Ave, Fulham, London SW6, UK'], 'rows': [{'elements': [{'distance': {'text': '17.4 km', 'value': 17368}, 'duration': {'text': '47 mins', 'value': 2837}, 'status': 'OK'}]}], 'status': 'OK'}",43 mins,47 mins,5.6 km,17.4 km,43,47,"4 Edenhurst Ave, Fulham, London SW6, UK"
51.46896551724138,-0.19743589743589743,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['79 Sulivan Ct, Fulham, London SW6 3DB, UK'], 'rows': [{'elements': [{'distance': {'text': '8.5 km', 'value': 8478}, 'duration': {'text': '44 mins', 'value': 2620}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['79 Sulivan Ct, Fulham, London SW6 3DB, UK'], 'rows': [{'elements': [{'distance': {'text': '17.0 km', 'value': 16962}, 'duration': {'text': '53 mins', 'value': 3202}, 'status': 'OK'}]}], 'status': 'OK'}",44 mins,53 mins,8.5 km,17.0 km,44,53,"79 Sulivan Ct, Fulham, London SW6 3DB, UK"
51.46896551724138,-0.18717948717948718,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['30 Althea St, Fulham, London SW6 2RY, UK'], 'rows': [{'elements': [{'distance': {'text': '6.8 km', 'value': 6849}, 'duration': {'text': '37 mins', 'value': 2238}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['30 Althea St, Fulham, London SW6 2RY, UK'], 'rows': [{'elements': [{'distance': {'text': '16.5 km', 'value': 16538}, 'duration': {'text': '48 mins', 'value': 2850}, 'status': 'OK'}]}], 'status': 'OK'}",37 mins,48 mins,6.8 km,16.5 km,37,48,"30 Althea St, Fulham, London SW6 2RY, UK"
51.46896551724138,-0.1769230769230769,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['76A York Rd, London SW11 3QD, UK'], 'rows': [{'elements': [{'distance': {'text': '9.5 km', 'value': 9477}, 'duration': {'text': '43 mins', 'value': 2556}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['76A York Rd, London SW11 3QD, UK'], 'rows': [{'elements': [{'distance': {'text': '14.9 km', 'value': 14918}, 'duration': {'text': '49 mins', 'value': 2965}, 'status': 'OK'}]}], 'status': 'OK'}",43 mins,49 mins,9.5 km,14.9 km,43,49,"76A York Rd, London SW11 3QD, UK"
51.46896551724138,-0.16666666666666666,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['183 Este Rd, London SW11 2TB, UK'], 'rows': [{'elements': [{'distance': {'text': '9.1 km', 'value': 9132}, 'duration': {'text': '39 mins', 'value': 2310}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['183 Este Rd, London SW11 2TB, UK'], 'rows': [{'elements': [{'distance': {'text': '15.3 km', 'value': 15276}, 'duration': {'text': '43 mins', 'value': 2592}, 'status': 'OK'}]}], 'status': 'OK'}",39 mins,43 mins,9.1 km,15.3 km,39,43,"183 Este Rd, London SW11 2TB, UK"
51.46896551724138,-0.1564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['23 Holden St, London SW11 5UW, UK'], 'rows': [{'elements': [{'distance': {'text': '9.8 km', 'value': 9845}, 'duration': {'text': '47 mins', 'value': 2830}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['23 Holden St, London SW11 5UW, UK'], 'rows': [{'elements': [{'distance': {'text': '13.8 km', 'value': 13837}, 'duration': {'text': '55 mins', 'value': 3271}, 'status': 'OK'}]}], 'status': 'OK'}",47 mins,55 mins,9.8 km,13.8 km,47,55,"23 Holden St, London SW11 5UW, UK"
51.46896551724138,-0.14615384615384613,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['123 Heath Rd, London SW8 3BB, UK'], 'rows': [{'elements': [{'distance': {'text': '11.5 km', 'value': 11540}, 'duration': {'text': '49 mins', 'value': 2952}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['123 Heath Rd, London SW8 3BB, UK'], 'rows': [{'elements': [{'distance': {'text': '12.8 km', 'value': 12821}, 'duration': {'text': '41 mins', 'value': 2438}, 'status': 'OK'}]}], 'status': 'OK'}",49 mins,41 mins,11.5 km,12.8 km,49,41,"123 Heath Rd, London SW8 3BB, UK"
51.46896551724138,-0.1358974358974359,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['2 Killyon Rd, London SW8 2XT, UK'], 'rows': [{'elements': [{'distance': {'text': '15.4 km', 'value': 15406}, 'duration': {'text': '1 hour 9 mins', 'value': 4126}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['2 Killyon Rd, London SW8 2XT, UK'], 'rows': [{'elements': [{'distance': {'text': '12.0 km', 'value': 12008}, 'duration': {'text': '36 mins', 'value': 2189}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 9 mins,36 mins,15.4 km,12.0 km,69,36,"2 Killyon Rd, London SW8 2XT, UK"
51.46896551724138,-0.12564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 Clitheroe Rd, London SW9 9DY, UK'], 'rows': [{'elements': [{'distance': {'text': '13.5 km', 'value': 13506}, 'duration': {'text': '49 mins', 'value': 2952}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 Clitheroe Rd, London SW9 9DY, UK'], 'rows': [{'elements': [{'distance': {'text': '10.8 km', 'value': 10812}, 'duration': {'text': '43 mins', 'value': 2551}, 'status': 'OK'}]}], 'status': 'OK'}",49 mins,43 mins,13.5 km,10.8 km,49,43,"1 Clitheroe Rd, London SW9 9DY, UK"
51.46896551724138,-0.11538461538461536,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['26 Stockwell Park Rd, London SW9 0UG, UK'], 'rows': [{'elements': [{'distance': {'text': '14.0 km', 'value': 13983}, 'duration': {'text': '1 hour 2 mins', 'value': 3729}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['26 Stockwell Park Rd, London SW9 0UG, UK'], 'rows': [{'elements': [{'distance': {'text': '11.3 km', 'value': 11289}, 'duration': {'text': '37 mins', 'value': 2203}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,37 mins,14.0 km,11.3 km,62,37,"26 Stockwell Park Rd, London SW9 0UG, UK"
51.46896551724138,-0.10512820512820512,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['113 Loughborough Rd, Brixton, London SW9 7SH, UK'], 'rows': [{'elements': [{'distance': {'text': '15.7 km', 'value': 15746}, 'duration': {'text': '59 mins', 'value': 3511}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['113 Loughborough Rd, Brixton, London SW9 7SH, UK'], 'rows': [{'elements': [{'distance': {'text': '12.3 km', 'value': 12257}, 'duration': {'text': '53 mins', 'value': 3179}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,53 mins,15.7 km,12.3 km,59,53,"113 Loughborough Rd, Brixton, London SW9 7SH, UK"
51.46896551724138,-0.09487179487179487,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['21 Venetian Rd, Brixton, London SE5 9RR, UK'], 'rows': [{'elements': [{'distance': {'text': '15.7 km', 'value': 15699}, 'duration': {'text': '58 mins', 'value': 3466}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['21 Venetian Rd, Brixton, London SE5 9RR, UK'], 'rows': [{'elements': [{'distance': {'text': '8.7 km', 'value': 8689}, 'duration': {'text': '38 mins', 'value': 2257}, 'status': 'OK'}]}], 'status': 'OK'}",58 mins,38 mins,15.7 km,8.7 km,58,38,"21 Venetian Rd, Brixton, London SE5 9RR, UK"
51.46896551724138,-0.08461538461538459,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['5 Grovelands Cl, Camberwell, London SE5 8JN, UK'], 'rows': [{'elements': [{'distance': {'text': '15.7 km', 'value': 15665}, 'duration': {'text': '57 mins', 'value': 3408}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['5 Grovelands Cl, Camberwell, London SE5 8JN, UK'], 'rows': [{'elements': [{'distance': {'text': '8.7 km', 'value': 8655}, 'duration': {'text': '37 mins', 'value': 2199}, 'status': 'OK'}]}], 'status': 'OK'}",57 mins,37 mins,15.7 km,8.7 km,57,37,"5 Grovelands Cl, Camberwell, London SE5 8JN, UK"
