lat,long,dan,vi,travel_time_dan,travel_time_vi,distance_dan,distance_vi,mins_dan,mins_vi,location
51.55862068965517,0.01794871794871794,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['228 B161, London E11, UK'], 'rows': [{'elements': [{'distance': {'text': '22.6 km', 'value': 22578}, 'duration': {'text': '1 hour 2 mins', 'value': 3701}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['228 B161, London E11, UK'], 'rows': [{'elements': [{'distance': {'text': '8.8 km', 'value': 8756}, 'duration': {'text': '51 mins', 'value': 3079}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,51 mins,22.6 km,8.8 km,62,51,"228 B161, London E11, UK"
51.55862068965517,0.028205128205128216,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '21.1 km', 'value': 21106}, 'duration': {'text': '1 hour 1 min', 'value': 3669}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['London, UK'], 'rows': [{'elements': [{'distance': {'text': '8.9 km', 'value': 8876}, 'duration': {'text': '56 mins', 'value': 3346}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,56 mins,21.1 km,8.9 km,61,56,"London, UK"
51.55862068965517,0.03846153846153849,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['78 Aldersbrook Rd, London E12 5DH, UK'], 'rows': [{'elements': [{'distance': {'text': '24.8 km', 'value': 24819}, 'duration': {'text': '1 hour 3 mins', 'value': 3770}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['78 Aldersbrook Rd, London E12 5DH, UK'], 'rows': [{'elements': [{'distance': {'text': '11.6 km', 'value': 11614}, 'duration': {'text': '41 mins', 'value': 2431}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 3 mins,41 mins,24.8 km,11.6 km,63,41,"78 Aldersbrook Rd, London E12 5DH, UK"
51.55862068965517,0.04871794871794871,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['St Andrews Rd, London E12, UK'], 'rows': [{'elements': [{'distance': {'text': '22.6 km', 'value': 22574}, 'duration': {'text': '1 hour 2 mins', 'value': 3717}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['St Andrews Rd, London E12, UK'], 'rows': [{'elements': [{'distance': {'text': '11.9 km', 'value': 11894}, 'duration': {'text': '42 mins', 'value': 2530}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,42 mins,22.6 km,11.9 km,62,42,"St Andrews Rd, London E12, UK"
51.55862068965517,0.05897435897435899,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['197 N Circular Rd, Ilford IG1 3TJ, UK'], 'rows': [{'elements': [{'distance': {'text': '23.2 km', 'value': 23238}, 'duration': {'text': '1 hour 17 mins', 'value': 4636}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['197 N Circular Rd, Ilford IG1 3TJ, UK'], 'rows': [{'elements': [{'distance': {'text': '12.2 km', 'value': 12190}, 'duration': {'text': '51 mins', 'value': 3062}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 17 mins,51 mins,23.2 km,12.2 km,77,51,"197 N Circular Rd, Ilford IG1 3TJ, UK"
51.55862068965517,0.06923076923076926,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['City House, Ilford IG1, UK'], 'rows': [{'elements': [{'distance': {'text': '23.4 km', 'value': 23422}, 'duration': {'text': '1 hour 0 mins', 'value': 3577}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['City House, Ilford IG1, UK'], 'rows': [{'elements': [{'distance': {'text': '12.7 km', 'value': 12735}, 'duration': {'text': '31 mins', 'value': 1850}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,31 mins,23.4 km,12.7 km,60,31,"City House, Ilford IG1, UK"
51.55862068965517,0.07948717948717948,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['23 Chamberlain Cl, Ilford IG1 1JQ, UK'], 'rows': [{'elements': [{'distance': {'text': '24.6 km', 'value': 24611}, 'duration': {'text': '1 hour 5 mins', 'value': 3916}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['23 Chamberlain Cl, Ilford IG1 1JQ, UK'], 'rows': [{'elements': [{'distance': {'text': '13.5 km', 'value': 13541}, 'duration': {'text': '41 mins', 'value': 2465}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,41 mins,24.6 km,13.5 km,65,41,"23 Chamberlain Cl, Ilford IG1 1JQ, UK"
51.55862068965517,0.08974358974358976,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['202 Green Ln, Ilford IG1 1YF, UK'], 'rows': [{'elements': [{'distance': {'text': '26.4 km', 'value': 26364}, 'duration': {'text': '1 hour 9 mins', 'value': 4144}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['202 Green Ln, Ilford IG1 1YF, UK'], 'rows': [{'elements': [{'distance': {'text': '15.7 km', 'value': 15676}, 'duration': {'text': '45 mins', 'value': 2693}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 9 mins,45 mins,26.4 km,15.7 km,69,45,"202 Green Ln, Ilford IG1 1YF, UK"
51.55862068965517,0.1,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['30 Breamore Rd, Ilford IG3 9NB, UK'], 'rows': [{'elements': [{'distance': {'text': '26.3 km', 'value': 26345}, 'duration': {'text': '1 hour 5 mins', 'value': 3905}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['30 Breamore Rd, Ilford IG3 9NB, UK'], 'rows': [{'elements': [{'distance': {'text': '15.3 km', 'value': 15275}, 'duration': {'text': '41 mins', 'value': 2454}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 5 mins,41 mins,26.3 km,15.3 km,65,41,"30 Breamore Rd, Ilford IG3 9NB, UK"
51.56551724137931,-0.3,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['17 A Quad Rd, Wembley HA9 9NT, UK'], 'rows': [{'elements': [{'distance': {'text': '9.8 km', 'value': 9791}, 'duration': {'text': '43 mins', 'value': 2591}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['17 A Quad Rd, Wembley HA9 9NT, UK'], 'rows': [{'elements': [{'distance': {'text': '26.4 km', 'value': 26414}, 'duration': {'text': '58 mins', 'value': 3483}, 'status': 'OK'}]}], 'status': 'OK'}",43 mins,58 mins,9.8 km,26.4 km,43,58,"17 A Quad Rd, Wembley HA9 9NT, UK"
51.56551724137931,-0.2897435897435897,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['21 Hollycroft Ave, Wembley HA9 8LG, UK'], 'rows': [{'elements': [{'distance': {'text': '20.3 km', 'value': 20254}, 'duration': {'text': '59 mins', 'value': 3554}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['21 Hollycroft Ave, Wembley HA9 8LG, UK'], 'rows': [{'elements': [{'distance': {'text': '24.8 km', 'value': 24828}, 'duration': {'text': '55 mins', 'value': 3326}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,55 mins,20.3 km,24.8 km,59,55,"21 Hollycroft Ave, Wembley HA9 8LG, UK"
51.56551724137931,-0.2794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['48 A4088, Wembley HA9, UK'], 'rows': [{'elements': [{'distance': {'text': '19.6 km', 'value': 19590}, 'duration': {'text': '53 mins', 'value': 3162}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['48 A4088, Wembley HA9, UK'], 'rows': [{'elements': [{'distance': {'text': '24.2 km', 'value': 24164}, 'duration': {'text': '49 mins', 'value': 2942}, 'status': 'OK'}]}], 'status': 'OK'}",53 mins,49 mins,19.6 km,24.2 km,53,49,"48 A4088, Wembley HA9, UK"
51.56551724137931,-0.2692307692307692,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['21A Forty Ln, Wembley HA9 9EU, UK'], 'rows': [{'elements': [{'distance': {'text': '20.0 km', 'value': 20009}, 'duration': {'text': '57 mins', 'value': 3443}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['21A Forty Ln, Wembley HA9 9EU, UK'], 'rows': [{'elements': [{'distance': {'text': '24.6 km', 'value': 24583}, 'duration': {'text': '53 mins', 'value': 3156}, 'status': 'OK'}]}], 'status': 'OK'}",57 mins,53 mins,20.0 km,24.6 km,57,53,"21A Forty Ln, Wembley HA9 9EU, UK"
51.56551724137931,-0.25897435897435894,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['77 Harp Island Cl, London NW10 0DQ, UK'], 'rows': [{'elements': [{'distance': {'text': '8.0 km', 'value': 8008}, 'duration': {'text': '47 mins', 'value': 2830}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['77 Harp Island Cl, London NW10 0DQ, UK'], 'rows': [{'elements': [{'distance': {'text': '23.4 km', 'value': 23374}, 'duration': {'text': '43 mins', 'value': 2550}, 'status': 'OK'}]}], 'status': 'OK'}",47 mins,43 mins,8.0 km,23.4 km,47,43,"77 Harp Island Cl, London NW10 0DQ, UK"
51.56551724137931,-0.24871794871794872,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['730A N Circular Rd, London NW2 7TB, UK'], 'rows': [{'elements': [{'distance': {'text': '11.5 km', 'value': 11506}, 'duration': {'text': '46 mins', 'value': 2742}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['730A N Circular Rd, London NW2 7TB, UK'], 'rows': [{'elements': [{'distance': {'text': '23.0 km', 'value': 22961}, 'duration': {'text': '55 mins', 'value': 3271}, 'status': 'OK'}]}], 'status': 'OK'}",46 mins,55 mins,11.5 km,23.0 km,46,55,"730A N Circular Rd, London NW2 7TB, UK"
51.56551724137931,-0.23846153846153845,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['25 Tadworth Rd, London NW2 7UB, UK'], 'rows': [{'elements': [{'distance': {'text': '12.5 km', 'value': 12514}, 'duration': {'text': '52 mins', 'value': 3137}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['25 Tadworth Rd, London NW2 7UB, UK'], 'rows': [{'elements': [{'distance': {'text': '23.3 km', 'value': 23257}, 'duration': {'text': '57 mins', 'value': 3410}, 'status': 'OK'}]}], 'status': 'OK'}",52 mins,57 mins,12.5 km,23.3 km,52,57,"25 Tadworth Rd, London NW2 7UB, UK"
51.56551724137931,-0.2282051282051282,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['22 Chipstead Gardens, London NW2 6EL, UK'], 'rows': [{'elements': [{'distance': {'text': '16.8 km', 'value': 16810}, 'duration': {'text': '1 hour 1 min', 'value': 3645}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['22 Chipstead Gardens, London NW2 6EL, UK'], 'rows': [{'elements': [{'distance': {'text': '21.4 km', 'value': 21384}, 'duration': {'text': '54 mins', 'value': 3242}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,54 mins,16.8 km,21.4 km,61,54,"22 Chipstead Gardens, London NW2 6EL, UK"
51.56551724137931,-0.21794871794871795,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['25 Brent Terrace, London NW2, UK'], 'rows': [{'elements': [{'distance': {'text': '9.1 km', 'value': 9140}, 'duration': {'text': '1 hour 7 mins', 'value': 4034}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['25 Brent Terrace, London NW2, UK'], 'rows': [{'elements': [{'distance': {'text': '20.6 km', 'value': 20589}, 'duration': {'text': '54 mins', 'value': 3236}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 7 mins,54 mins,9.1 km,20.6 km,67,54,"25 Brent Terrace, London NW2, UK"
51.56551724137931,-0.20769230769230768,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['9 Greenfield Gardens, London NW2 1HT, UK'], 'rows': [{'elements': [{'distance': {'text': '13.0 km', 'value': 13047}, 'duration': {'text': '31 mins', 'value': 1886}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['9 Greenfield Gardens, London NW2 1HT, UK'], 'rows': [{'elements': [{'distance': {'text': '19.9 km', 'value': 19931}, 'duration': {'text': '45 mins', 'value': 2722}, 'status': 'OK'}]}], 'status': 'OK'}",31 mins,45 mins,13.0 km,19.9 km,31,45,"9 Greenfield Gardens, London NW2 1HT, UK"
51.56551724137931,-0.19743589743589743,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['22A Llanvanor Rd, London NW2 2AP, UK'], 'rows': [{'elements': [{'distance': {'text': '14.7 km', 'value': 14679}, 'duration': {'text': '46 mins', 'value': 2787}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['22A Llanvanor Rd, London NW2 2AP, UK'], 'rows': [{'elements': [{'distance': {'text': '19.7 km', 'value': 19696}, 'duration': {'text': '43 mins', 'value': 2586}, 'status': 'OK'}]}], 'status': 'OK'}",46 mins,43 mins,14.7 km,19.7 km,46,43,"22A Llanvanor Rd, London NW2 2AP, UK"
51.56551724137931,-0.18717948717948718,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Hampstead, London NW3, UK'], 'rows': [{'elements': [{'distance': {'text': '15.5 km', 'value': 15491}, 'duration': {'text': '1 hour 6 mins', 'value': 3942}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Hampstead, London NW3, UK'], 'rows': [{'elements': [{'distance': {'text': '19.8 km', 'value': 19811}, 'duration': {'text': '56 mins', 'value': 3334}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 6 mins,56 mins,15.5 km,19.8 km,66,56,"Hampstead, London NW3, UK"
51.56551724137931,-0.1769230769230769,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Spaniards Rd, Hampstead, London NW3, UK'], 'rows': [{'elements': [{'distance': {'text': '15.2 km', 'value': 15197}, 'duration': {'text': '57 mins', 'value': 3435}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Spaniards Rd, Hampstead, London NW3, UK'], 'rows': [{'elements': [{'distance': {'text': '19.3 km', 'value': 19284}, 'duration': {'text': '59 mins', 'value': 3555}, 'status': 'OK'}]}], 'status': 'OK'}",57 mins,59 mins,15.2 km,19.3 km,57,59,"Spaniards Rd, Hampstead, London NW3, UK"
51.56551724137931,-0.16666666666666666,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Highgate, London, UK'], 'rows': [{'elements': [{'distance': {'text': '12.1 km', 'value': 12132}, 'duration': {'text': '1 hour 1 min', 'value': 3688}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Highgate, London, UK'], 'rows': [{'elements': [{'distance': {'text': '20.0 km', 'value': 19958}, 'duration': {'text': '1 hour 4 mins', 'value': 3863}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 1 min,1 hour 4 mins,12.1 km,20.0 km,61,64,"Highgate, London, UK"
51.56551724137931,-0.1564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['44 Millfield Ln, Highgate, London N6 6JB, UK'], 'rows': [{'elements': [{'distance': {'text': '14.7 km', 'value': 14675}, 'duration': {'text': '57 mins', 'value': 3448}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['44 Millfield Ln, Highgate, London N6 6JB, UK'], 'rows': [{'elements': [{'distance': {'text': '16.9 km', 'value': 16892}, 'duration': {'text': '51 mins', 'value': 3088}, 'status': 'OK'}]}], 'status': 'OK'}",57 mins,51 mins,14.7 km,16.9 km,57,51,"44 Millfield Ln, Highgate, London N6 6JB, UK"
51.56551724137931,-0.14615384615384613,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': [""71 Swain's Ln, Highgate, London N6 6EU, UK""], 'rows': [{'elements': [{'distance': {'text': '15.3 km', 'value': 15267}, 'duration': {'text': '59 mins', 'value': 3520}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': [""71 Swain's Ln, Highgate, London N6 6EU, UK""], 'rows': [{'elements': [{'distance': {'text': '17.5 km', 'value': 17483}, 'duration': {'text': '54 mins', 'value': 3232}, 'status': 'OK'}]}], 'status': 'OK'}",59 mins,54 mins,15.3 km,17.5 km,59,54,"71 Swain's Ln, Highgate, London N6 6EU, UK"
51.56551724137931,-0.1358974358974359,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Hamlyn House, London N19, UK'], 'rows': [{'elements': [{'distance': {'text': '14.1 km', 'value': 14116}, 'duration': {'text': '48 mins', 'value': 2865}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Hamlyn House, London N19, UK'], 'rows': [{'elements': [{'distance': {'text': '16.3 km', 'value': 16332}, 'duration': {'text': '47 mins', 'value': 2794}, 'status': 'OK'}]}], 'status': 'OK'}",48 mins,47 mins,14.1 km,16.3 km,48,47,"Hamlyn House, London N19, UK"
51.56551724137931,-0.12564102564102564,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['94B Marlborough Rd, London N19 4NJ, UK'], 'rows': [{'elements': [{'distance': {'text': '14.8 km', 'value': 14780}, 'duration': {'text': '54 mins', 'value': 3267}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['94B Marlborough Rd, London N19 4NJ, UK'], 'rows': [{'elements': [{'distance': {'text': '17.0 km', 'value': 16996}, 'duration': {'text': '50 mins', 'value': 2980}, 'status': 'OK'}]}], 'status': 'OK'}",54 mins,50 mins,14.8 km,17.0 km,54,50,"94B Marlborough Rd, London N19 4NJ, UK"
51.56551724137931,-0.11538461538461536,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['70 Tollington Park, London N4 3RA, UK'], 'rows': [{'elements': [{'distance': {'text': '14.9 km', 'value': 14922}, 'duration': {'text': '1 hour 0 mins', 'value': 3620}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['70 Tollington Park, London N4 3RA, UK'], 'rows': [{'elements': [{'distance': {'text': '18.8 km', 'value': 18843}, 'duration': {'text': '50 mins', 'value': 3011}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 0 mins,50 mins,14.9 km,18.8 km,60,50,"70 Tollington Park, London N4 3RA, UK"
51.56551724137931,-0.10512820512820512,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['10 Stroud Green Rd, Harringay, London N4 2DF, UK'], 'rows': [{'elements': [{'distance': {'text': '14.1 km', 'value': 14120}, 'duration': {'text': '37 mins', 'value': 2215}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['10 Stroud Green Rd, Harringay, London N4 2DF, UK'], 'rows': [{'elements': [{'distance': {'text': '18.0 km', 'value': 18041}, 'duration': {'text': '41 mins', 'value': 2489}, 'status': 'OK'}]}], 'status': 'OK'}",37 mins,41 mins,14.1 km,18.0 km,37,41,"10 Stroud Green Rd, Harringay, London N4 2DF, UK"
51.56551724137931,-0.09487179487179487,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 Colthurst Cres, London N4 2DT, UK'], 'rows': [{'elements': [{'distance': {'text': '16.2 km', 'value': 16220}, 'duration': {'text': '52 mins', 'value': 3135}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 Colthurst Cres, London N4 2DT, UK'], 'rows': [{'elements': [{'distance': {'text': '19.7 km', 'value': 19687}, 'duration': {'text': '52 mins', 'value': 3132}, 'status': 'OK'}]}], 'status': 'OK'}",52 mins,52 mins,16.2 km,19.7 km,52,52,"1 Colthurst Cres, London N4 2DT, UK"
51.56551724137931,-0.08461538461538459,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['69 Lordship Rd, Stoke Newington, London N16, UK'], 'rows': [{'elements': [{'distance': {'text': '15.8 km', 'value': 15815}, 'duration': {'text': '56 mins', 'value': 3345}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['69 Lordship Rd, Stoke Newington, London N16, UK'], 'rows': [{'elements': [{'distance': {'text': '19.7 km', 'value': 19736}, 'duration': {'text': '53 mins', 'value': 3178}, 'status': 'OK'}]}], 'status': 'OK'}",56 mins,53 mins,15.8 km,19.7 km,56,53,"69 Lordship Rd, Stoke Newington, London N16, UK"
51.56551724137931,-0.07435897435897434,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['1 B105, London N16, UK'], 'rows': [{'elements': [{'distance': {'text': '16.4 km', 'value': 16374}, 'duration': {'text': '58 mins', 'value': 3480}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['1 B105, London N16, UK'], 'rows': [{'elements': [{'distance': {'text': '13.6 km', 'value': 13587}, 'duration': {'text': '47 mins', 'value': 2826}, 'status': 'OK'}]}], 'status': 'OK'}",58 mins,47 mins,16.4 km,13.6 km,58,47,"1 B105, London N16, UK"
51.56551724137931,-0.0641025641025641,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['Nelson Mandela House, 124 Cazenove Rd, Cazenove, London N16 6AJ, UK'], 'rows': [{'elements': [{'distance': {'text': '19.0 km', 'value': 19025}, 'duration': {'text': '1 hour 4 mins', 'value': 3813}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['Nelson Mandela House, 124 Cazenove Rd, Cazenove, London N16 6AJ, UK'], 'rows': [{'elements': [{'distance': {'text': '12.2 km', 'value': 12192}, 'duration': {'text': '55 mins', 'value': 3311}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 4 mins,55 mins,19.0 km,12.2 km,64,55,"Nelson Mandela House, 124 Cazenove Rd, Cazenove, London N16 6AJ, UK"
51.56551724137931,-0.05384615384615382,"{'destination_addresses': [""British Broadcasting Corporati, Shepherd's Bush, London W12, UK""], 'origin_addresses': ['45 Moreton Cl, London E5 9EP, UK'], 'rows': [{'elements': [{'distance': {'text': '25.5 km', 'value': 25477}, 'duration': {'text': '1 hour 2 mins', 'value': 3731}, 'status': 'OK'}]}], 'status': 'OK'}","{'destination_addresses': ['1 Churchill Place, 1 Churchill Pl, Canary Wharf, London E14 5HP, UK'], 'origin_addresses': ['45 Moreton Cl, London E5 9EP, UK'], 'rows': [{'elements': [{'distance': {'text': '8.7 km', 'value': 8652}, 'duration': {'text': '1 hour 5 mins', 'value': 3902}, 'status': 'OK'}]}], 'status': 'OK'}",1 hour 2 mins,1 hour 5 mins,25.5 km,8.7 km,62,65,"45 Moreton Cl, London E5 9EP, UK"
